Molecule ChEMBL ID,Smiles,Standard Value,Standard Units,pIC50
CHEMBL3653425,COc1cc(Br)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)COCC(N)=N2)c1,390.0,nM,6.41
CHEMBL3653428,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(C(F)(F)F)CCOCC(N)=N3)c2)nc1,240.0,nM,6.62
CHEMBL3653429,NC1=NC(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)(C(F)(F)F)CCOC1,140.0,nM,6.85
CHEMBL3653430,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)COCC1(F)F,34.0,nM,7.47
CHEMBL3653433,NC1=NC(c2cccc(NC(=O)c3ccc(O)nn3)c2)(C(F)F)COC1,7800.0,nM,5.11
CHEMBL3653437,COc1cc(Br)cnc1C(=O)Nc1cccc(C2(C(F)F)COCC(N)=N2)c1,820.0,nM,6.09
CHEMBL3653453,NC1=N[C@@](c2cc(NC(=O)c3cc4ccccn4n3)ccc2F)(C(F)F)COC1,740.0,nM,6.13
CHEMBL3653463,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCCF)cn3)ccc2F)(C(F)F)COC1,130.0,nM,6.89
CHEMBL3653490,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,3.0,nM,8.52
CHEMBL3640285,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)c(Cl)c3F)C2)nc(C)c1F,40.0,nM,7.4
CHEMBL3640282,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cccc(C#N)c3)C2)nc(C)c1F,63.0,nM,7.2
CHEMBL3640266,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3Cl)C2)nc(C)c1F,9.5,nM,8.02
CHEMBL3653351,CC1(c2cccc(NC(=O)c3ccccn3)c2)COCC(N)=N1,3400.0,nM,5.47
CHEMBL3261063,CC1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COCC(N)=N1,240.0,nM,6.62
CHEMBL3653465,NC1=N[C@@](c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)(C(F)F)COC1,42.0,nM,7.38
CHEMBL3653495,Cc1c(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)oc2ccc(CN(C)C)cc12,9.0,nM,8.05
CHEMBL4229101,C[C@H]1COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,83.6,nM,7.08
CHEMBL4226994,CC(F)(F)[C@H]1OC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,8.74,nM,8.06
CHEMBL3265337,NC1=N[C@]2(CO1)c1cc(-c3cncc(Cl)c3)ccc1O[C@H]1COCC[C@@H]12,7700.0,nM,5.11
CHEMBL4203599,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=C(CF)OC(N)=N3)c2)cn1,22.0,nM,7.66
CHEMBL3261071,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@H]1C(F)F,40.0,nM,7.4
CHEMBL4287483,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(-c4ccnc(F)c4)ncc2O3)c1,0.43,nM,9.37
CHEMBL4279496,CC1(C#Cc2cncc(-c3ccc4c(c3)[C@@]3(COC(N)=N3)c3cc(C5=CCOCC5)ncc3O4)c2)COC1,5.5,nM,8.26
CHEMBL1097324,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(Cl)c3)CCN2)c1,240.0,nM,6.62
CHEMBL1097329,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccc(Cl)c(Cl)c3)CCN2)c1,1500.0,nM,5.82
CHEMBL1097332,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cn(C)cn3)CCN2)c1,100.0,nM,7.0
CHEMBL3688622,CC(F)(F)Oc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,414.0,nM,6.38
CHEMBL3688695,Cc1ccc(NC(=O)c2ccc(C#N)cn2)cc1[C@@]1(C(F)F)N=C(N)O[C@@H]2C[C@@H]21,93.6,nM,7.03
CHEMBL4227054,C[C@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)N=C(N)O[C@H](CF)[C@@H]1F,1.7,nM,8.77
CHEMBL5985520,COc1cnc2c(Nc3ccc(F)c([C@]4(C)CS(=O)(=O)C5(CC5)C(N)=N4)c3)nccc2c1,13.6,nM,7.87
CHEMBL5968022,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,29.1,nM,7.54
CHEMBL4282964,NC1=N[C@@]2(CO1)c1cc(-c3cncc(C#CC4CC4)c3)ccc1Oc1cnc(C3=CCOCC3)cc12,87.0,nM,7.06
CHEMBL5093195,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4nc(C#N)cc4C(N)=N3)c2)co1,4.5,nM,8.35
CHEMBL4852444,CC#C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(N)=N1,71.0,nM,7.15
CHEMBL5915754,CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#CC4CC4)cn3)ccc1F)N=C(N)S2,18.0,nM,7.75
CHEMBL3894452,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C#N)ccc3F)cc1[C@@]21N=C(C)C(N)=N1,3.3,nM,8.48
CHEMBL4847981,COc1ccccc1CNC[C@H](O)[C@H](Cc1ccccc1)NC(=O)CC(c1ccccc1)c1ccccc1,23400.0,nM,4.63
CHEMBL4858894,CC(C)(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CC(c2ccccc2)c2ccccc2)c1,6000.0,nM,5.22
CHEMBL3941263,COCCOc1ccc2c(c1)[C@@]1(N=C(N)N(C)C1=O)C1(CCC(OC)CC1)C2,960.0,nM,6.02
CHEMBL5942806,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3Cc4ccccc4C3)C[C@H]21,1.17,nM,8.93
CHEMBL6049013,CC1=N[C@]2(C[C@@]3(CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,124.0,nM,6.91
CHEMBL5956155,CC1=N[C@]2(C[C@@H]([C@@H]3CCCOC3)Oc3ccc(Br)cc32)N=C1N,1380.0,nM,5.86
CHEMBL5843313,CC1=N[C@]2(C[C@H]([C@@H]3CCCOC3)Oc3ccc(Br)cc32)N=C1N,8100.0,nM,5.09
CHEMBL5780538,COC1CCC2(CC1)Cc1ccc(-c3cnc(C)s3)cc1[C@]21N=C(N)N(C)C1=O,691.0,nM,6.16
CHEMBL63354,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,1540.0,nM,5.81
CHEMBL378188,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,2020.0,nM,5.7
CHEMBL377324,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,4180.0,nM,5.38
CHEMBL1210358,CS(=O)(=O)N(c1cccnc1)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)c1,25.0,nM,7.6
CHEMBL1210345,COc1ccc(N(c2cccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN[C@@H](C)C(=O)NC3CCCCC3)c2)S(C)(=O)=O)cc1,11.0,nM,7.96
CHEMBL1210342,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccccc2C#N)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,310.0,nM,6.51
CHEMBL1210334,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(NS(=O)(=O)c2ccccc2)c1)C(=O)NC1CCCCC1,7900.0,nM,5.1
CHEMBL1210432,CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCCCC2)c1,243.0,nM,6.61
CHEMBL1209166,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCNC3=O)c2)CCCCC1,1400.0,nM,5.85
CHEMBL1209055,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3cscn3)c2)CCCCC1,110.0,nM,6.96
CHEMBL1208998,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3ccoc3)c2)CCCCC1,120.0,nM,6.92
CHEMBL1208871,C/C=C(\C)c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,380.0,nM,6.42
CHEMBL1210359,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N(c2ccccc2)S(C)(=O)=O)c1,53.0,nM,7.28
CHEMBL3890269,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c2cc(C2=CCCOC2)nc1F,2.0,nM,8.7
CHEMBL3893463,Cc1ccc(C(=O)Nc2ccc3c(c2)[C@@]2(CCOC(N)=N2)c2cc(C4=CCCOC4)ncc2O3)nc1,3.0,nM,8.52
CHEMBL3109551,COc1cccc(C2(c3cccc(OC)c3)NC(=N)N(C3CCCCC3)C2=O)c1,28900.0,nM,4.54
CHEMBL3975645,CC(C)C(C)Nc1ccc(F)c([C@]2(C)COCC(N)=N2)c1,2190.0,nM,5.66
CHEMBL3957693,C[C@@]1(c2cc(NC3CCc4cc(Cl)cnc43)ccc2F)COCC(N)=N1,320.0,nM,6.5
CHEMBL3935621,C[C@@]1(c2cc(Nc3ccccc3OCC(F)F)ccc2F)COCC(N)=N1,2140.0,nM,5.67
CHEMBL3985430,C[C@@]1(c2cc(NCc3nn(C(F)F)cc3Cl)ccc2F)COCC(N)=N1,17.0,nM,7.77
CHEMBL3906250,NC1=N[C@](CF)(c2cc(Nc3nccc4cc(Cl)cnc34)ccc2F)C[C@@H](C(F)(F)F)O1,21.0,nM,7.68
CHEMBL3966313,C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,46.1,nM,7.34
CHEMBL3955892,NC1=N[C@](CF)(c2cc(Oc3cc(C(F)(F)F)ccn3)ccc2F)C[C@@H](C(F)(F)F)O1,3170.0,nM,5.5
CHEMBL3902829,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)n1,103.0,nM,6.99
CHEMBL3924137,NC1=N[C@](CF)(c2cc(-c3cncc(-c4nnco4)c3)ccc2F)C[C@@H](C(F)(F)F)O1,8360.0,nM,5.08
CHEMBL3921416,NC1=N[C@](CF)(c2cc(Oc3cccc(Cl)n3)ccc2F)C[C@@H](C(F)(F)F)O1,1570.0,nM,5.8
CHEMBL3964372,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,2.0,nM,8.7
CHEMBL3940888,Cc1cc(F)cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)c1,16.0,nM,7.8
CHEMBL3972178,COc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1F,44.0,nM,7.36
CHEMBL3922261,CCOc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1,11.0,nM,7.96
CHEMBL3913262,N#Cc1cccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)c1,99.0,nM,7.0
CHEMBL3944166,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCC(F)F)cn3)cs2)CO1,485.0,nM,6.31
CHEMBL3948054,Cc1noc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,98.0,nM,7.01
CHEMBL3695731,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(N)N(C)C2=O)c2cc(C4=CCOCC4)cc(F)c2O3)c1,179.0,nM,6.75
CHEMBL3670921,CC1(C)OCC(N)=N[C@](C)(c2cc(Nc3ccc(F)cc3)ccc2F)C1(F)F,310.0,nM,6.51
CHEMBL3653343,Cc1nc(C(=O)Nc2cccc(C3(C)COCC(N)=N3)c2)co1,640.0,nM,6.19
CHEMBL3394055,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccncc3)cc12,2.5,nM,8.6
CHEMBL3354718,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(C3=CCOCC3)cc12,0.3,nM,9.52
CHEMBL4077211,C[C@@]1(c2cc(CNC3(C#N)CC3)c(F)cc2F)CCSC(N)=N1,952.0,nM,6.02
CHEMBL3683916,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCc4cncs4)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,86.7,nM,7.06
CHEMBL3683920,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCc4cocn4)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,23.3,nM,7.63
CHEMBL3688609,NC1=N[C@@](c2cc(NC(=O)c3cc(Cl)cs3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,185.0,nM,6.73
CHEMBL3688618,COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nn1,3440.0,nM,5.46
CHEMBL3688633,NC1=N[C@](CF)(c2cc(NC(=O)c3cc4ccccc4cn3)ccc2F)[C@H]2C[C@H]2O1,499.5,nM,6.3
CHEMBL3688639,NC1=N[C@](c2cccc(NC(=O)c3ccc(Cl)cn3)c2)(C(F)(F)F)[C@@H]2C[C@@H]2O1,150.0,nM,6.82
CHEMBL3688642,NC1=N[C@@](c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2Cl)(C(F)F)[C@H]2C[C@H]2O1,12.6,nM,7.9
CHEMBL3688694,NC1=N[C@@](c2cc(NC(=O)c3ncc(Br)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,41.5,nM,7.38
CHEMBL5084928,C[C@@]1(S(C)(=O)=O)CC[C@@](CF)(c2cc(NC(=O)c3cc4c(cn3)OCO4)ccc2F)N=C1N,11.0,nM,7.96
CHEMBL3427249,CC#Cc1cncc(-c2csc([C@@H]3C[C@@H](c4c(C)noc4C)SC(N)=N3)c2)c1,60.0,nM,7.22
CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,3900.0,nM,5.41
CHEMBL506814,O=C1O[C@@H]2[C@@H](OC(=O)c3cc(O)c(O)c(O)c3-c3c1cc(O)c(O)c3O)[C@H](O)O[C@@H]1COC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c4oc(=O)c5c(c(O)c(O)c6oc(=O)c3c4c65)-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]21,410.0,nM,6.39
CHEMBL3326709,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O,22600.0,nM,4.65
CHEMBL3400753,COC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,870.0,nM,6.06
CHEMBL5801008,CC#Cc1ccc2sc3ccc([C@]4(C)CC(=O)N(C)C(=N)N4)cc3c2c1,26.0,nM,7.58
CHEMBL4750159,CC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(/C=C(\F)c3ccc(C#N)cn3)ccc1F)N=C(N)S2,13.0,nM,7.89
CHEMBL3670915,CC1(C)OCC(N)=N[C@](C)(c2cc(N[C@@H]3CCc4cc(C#N)cnc43)ccc2F)C1(F)F,310.0,nM,6.51
CHEMBL6011149,C[C@]1(c2cc(/C=C(\F)C3CCOC3)ccc2F)N=C(N)[C@@]2(CF)CC[C@@H]1S2(=O)=O,251.0,nM,6.6
CHEMBL2347367,CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)nc1,184.0,nM,6.74
CHEMBL3236217,COc1cccc(CNC(=O)c2c[nH]c3ccc(S(=O)(=O)Nc4ccc(C(F)(F)F)cc4)cc3c2=O)c1,2200.0,nM,5.66
CHEMBL6036551,COc1ccc(C2(c3ccc(F)cc3F)N=C(N)N(C)C2=O)cc1C,2300.0,nM,5.64
CHEMBL5752770,COc1ccc(C2(c3cc(F)cc(F)c3)N=C(N)N(C)C2=O)cc1F,2600.0,nM,5.58
CHEMBL6064137,Cc1cc(C2(c3cncc(F)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,150.0,nM,6.82
CHEMBL2178187,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(=O)CS(C)(=O)=O)c(Cl)c2)cc1,1900.0,nM,5.72
CHEMBL5756383,NC1=N[C@@]2(c3nc(NC(=O)c4cnc(OC(F)F)cn4)cs3)COC3(CCC3)C[C@H]2CO1,2263.0,nM,5.64
CHEMBL6038928,C[C@H]1C[C@@]2(F)CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CO1,172.0,nM,6.76
CHEMBL5757422,Nc1nc(Nc2ccc(OCCN3CCCC3)cc2)nn1-c1cc(C(F)(F)F)ccn1,7480.0,nM,5.13
CHEMBL3653668,COC1CCC2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(C)C(N)=N1,16600.0,nM,4.78
CHEMBL5923989,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS3(=O)=NCC(F)(F)CN3C(N)=N2)c1,2.0,nM,8.7
CHEMBL3904970,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1C,89.0,nM,7.05
CHEMBL5824031,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,11.4,nM,7.94
CHEMBL3688813,N#Cc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(CO)c1,39.1,nM,7.41
CHEMBL3693223,NC1=N[C@@](c2cc(Nc3nccc4cc(C#CC5CC5)cnc34)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,75.9,nM,7.12
CHEMBL4636350,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)CO[C@@H](CF)C[C@H]2CC1(F)F,2.5,nM,8.6
CHEMBL5849219,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3cnc(OCc4ncccn4)cn3)cc(F)c2F)CS1(=O)=O,25.0,nM,7.6
CHEMBL2177310,COc1ccc(C2(c3cccc(-c4cc(Cl)ccc4F)c3)COC(N)=N2)cc1,12000.0,nM,4.92
CHEMBL2169930,Cn1c(N)nc(CCc2cccc(Br)c2)cc1=O,19800.0,nM,4.7
CHEMBL2172804,Cn1c(N)nc([C@H]2C[C@H]2c2ccc(-c3cccc(CC#N)c3)cc2)cc1=O,20600.0,nM,4.69
CHEMBL2172802,CCSc1cccc(-c2ccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)cc2)c1,9100.0,nM,5.04
CHEMBL2169933,COc1cccc(-c2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)c1,4600.0,nM,5.34
CHEMBL2177327,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(OC(F)(F)F)cc3)ccc1O2,5060.0,nM,5.3
CHEMBL6037996,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)C[S@@]3(=O)=NCCCCN3C(N)=N2)n1,36.0,nM,7.44
CHEMBL377625,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,19.0,nM,7.72
CHEMBL5765853,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3cnc(Cl)cn3)ccc2F)C2(CC2)S1(=O)=O,49.0,nM,7.31
CHEMBL6014288,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCCCC1,222.0,nM,6.65
CHEMBL3962707,CN1OC2(N=C1N)c1cc(C#CC3CC3)ccc1CC21CCC(OC(F)F)CC1,2.4,nM,8.62
CHEMBL5775931,CC(C)N1C(=O)NC2(C1=O)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,1580.0,nM,5.8
CHEMBL6005876,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21NC(=S)N(Cc2cncnc2)C1=O,15.2,nM,7.82
CHEMBL5986858,COCCN1C(=O)C2(NC1=S)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,9.2,nM,8.04
CHEMBL5762223,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(SCCN(C)C)N(CCN(C)C)C1=O,14.0,nM,7.85
CHEMBL6008392,Cc1cc(C2(c3cccc(F)c3)N=C3NCCC(c4ccccc4)N3C2=O)ccc1OC(F)F,2300.0,nM,5.64
CHEMBL5962513,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(C(F)(F)F)cn3)cc(F)c2F)CS1(=O)=O,13.0,nM,7.89
CHEMBL6018938,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3ccc(C#N)cn3)cc(F)c2F)CS1(=O)=O,1.0,nM,9.0
CHEMBL5948352,COc1cnc(/C(F)=C/c2cc(F)c(F)c([C@]3(C)CS(=O)(=O)N(C)C(N)=N3)c2)cn1,170.0,nM,6.77
CHEMBL5753994,CN1C(N)=N[C@](C)(c2cc(/C=C(\F)c3ncc(C(F)(F)F)cc3Cl)cc(F)c2F)CS1(=O)=O,4.0,nM,8.4
CHEMBL5876893,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(NC(=O)c4ccccc4)OC4C[C@@H]43)c2)cn1,253.0,nM,6.6
CHEMBL5861508,NC1=N[C@@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)[C@@H]2C[C@H]2O1,138.0,nM,6.86
CHEMBL3688706,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2Cl)[C@H]2C[C@H]2O1,44.1,nM,7.36
CHEMBL3688724,COc1cnc(C(=O)Nc2cc(C)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)n1,142.0,nM,6.85
CHEMBL3688730,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(F)c1,41.9,nM,7.38
CHEMBL3683848,NC1=N[C@](c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)(C(F)F)[C@@H]2C[C@@H]2O1,17050.0,nM,4.77
CHEMBL5934199,C[C@@]1(c2cc(Nc3nccc4cc(Cl)cnc34)ccc2F)CS(=O)(=O)C2(CCC2)C(N)=N1,1.15,nM,8.94
CHEMBL5779259,[C-]#[N+]c1cnc2c(Nc3ccc(F)c([C@]4(C)CS(=O)(=O)C5(CCC5)C(N)=N4)c3)nccc2c1,1.89,nM,8.72
CHEMBL5798088,COc1cnc(C(=O)Nc2cc([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c(F)cn2)cn1,115.0,nM,6.94
CHEMBL5909937,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C3(CC3)S(=O)(=O)[C@@H]2F)c1,0.87,nM,9.06
CHEMBL5979230,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS(=O)(=O)[C@]2(C[C@@H](F)C2)C(N)=N1,1.0,nM,9.0
CHEMBL3949846,CCOC(=O)C=Cc1cccc(C2(C)CCSC(=N)N2)c1,5000.0,nM,5.3
CHEMBL3642618,CC1(c2cc(Br)cc(NC(=O)c3ccno3)c2)CCSC(N)=N1,2563.0,nM,5.59
CHEMBL3642625,CC1(c2cc(Br)cc(NC(=O)c3cc4ccccc4s3)c2)CCSC(N)=N1,165.0,nM,6.78
CHEMBL3645173,CC1(c2cccc(NC(=O)c3ccc(C(N)=O)cn3)c2)CCSC(N)=N1,435.0,nM,6.36
CHEMBL5873134,C[C@@H](O)COc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,136.0,nM,6.87
CHEMBL5790981,Cc1cc(COc2cnc(/C(F)=C/c3cc(F)c(F)c([C@]4(C)CS(=O)(=O)N(C)C(N)=N4)c3)cn2)no1,196.0,nM,6.71
CHEMBL3653424,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Br)cc3O)ccc2F)COC1,22.0,nM,7.66
CHEMBL5834170,NC1=N[C@](CF)(c2cc(C#Cc3ccc(Cl)cn3)ccc2F)[C@@H]2C[C@]2(CF)S1,182.0,nM,6.74
CHEMBL5559245,COc1cc2ncnc(N3CCN(Cc4ccc(Cl)cc4)CC3)c2cc1OC,1652.0,nM,5.78
CHEMBL1277921,O=S(=O)(c1ccc(Cl)cc1)N(Cc1ccccc1)C[C@H](O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,6300.0,nM,5.2
CHEMBL5940171,CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)OC[C@@H]3OCC(F)(F)F)c2)cn1,48.0,nM,7.32
CHEMBL5532614,COc1cc2ncnc(N3CCN(c4ccccc4[N+](=O)[O-])CC3)c2cc1OC,1816.0,nM,5.74
CHEMBL5828499,C[C@H]1C[C@H]2CSC(NC(=O)c3ccccc3)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,41.0,nM,7.39
CHEMBL3962473,CCc1cc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n(C)n1,369.0,nM,6.43
CHEMBL5955670,Cc1nc(C)c(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)o1,740.0,nM,6.13
CHEMBL6008229,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cn(C)nc3C(F)(F)F)cs2)CO1,3840.0,nM,5.42
